"ID","Group","Subject","Initials","Item number","Stimulus filename","Stimulus gender","Condition","Participant response","Reaction time","Accuracy","Response - Auditory","Response - Visual","Response - Fused","Response descriptor"
"D,12,JC","D","12","JC","6","lor_Db.avi","Female","AV_M","4","-2452.85",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","16","mik_Bv.avi","Male","VO","2","3600.75",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","17","mik_Da.avi","Male","AO","4","2314.27",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","8","lor_Dv.avi","Female","VO","4","2855.56",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","10","lor_Gb.avi","Female","AV_M","7","-2268.83",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","2","lor_Bb.avi","Female","AV_C","2","2452.47",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","24","mik_Gv.avi","Male","VO","4","-2620.03",0,-1,0,1,"Incorrect"
"D,12,JC","D","12","JC","1","lor_Ba.avi","Female","AO","2","2446.23",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","21","mik_Ga.avi","Male","AO","7","2150.93",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","15","mik_Bg.avi","Male","AV_M","2","-2726.86",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","18","mik_Db.avi","Male","AV_M","4","-2129.40",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","12","lor_Gv.avi","Female","VO","7","3816.67",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","14","mik_Bb.avi","Male","AV_C","2","2846.76",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","13","mik_Ba.avi","Male","AO","2","2324.72",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","23","mik_Gg.avi","Male","AV_C","7","2217.32",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","19","mik_Dd.avi","Male","AV_C","4","2816.87",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","11","lor_Gg.avi","Female","AV_C","7","2837.12",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","3","lor_Bg.avi","Female","AV_M","2","-2464.75",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","25","lor_Ba.avi","Female","AO","2","2549.95",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","36","lor_Gv.avi","Female","VO","7","3407.96",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","47","mik_Gg.avi","Male","AV_C","7","3583.83",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","29","lor_Da.avi","Female","AO","4","2280.00",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","35","lor_Gg.avi","Female","AV_C","2","-2414.97",0,0,0,-1,"Incorrect"
"D,12,JC","D","12","JC","48","mik_Gv.avi","Male","VO","7","2977.91",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","33","lor_Ga.avi","Female","AO","7","3084.14",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","42","mik_Db.avi","Male","AV_M","4","-3199.07",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","31","lor_Dd.avi","Female","AV_C","4","2098.70",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","28","lor_Bv.avi","Female","VO","2","3051.64",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","26","lor_Bb.avi","Female","AV_C","2","2236.23",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","39","mik_Bg.avi","Male","AV_M","2","-2715.84",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","45","mik_Ga.avi","Male","AO","7","2352.12",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","40","mik_Bv.avi","Male","VO","2","3797.02",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","30","lor_Db.avi","Female","AV_M","4","-2146.48",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","41","mik_Da.avi","Male","AO","4","2415.09",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","37","mik_Ba.avi","Male","AO","2","2749.99",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","32","lor_Dv.avi","Female","VO","4","3710.63",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","44","mik_Dv.avi","Male","VO","4","4214.65",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","34","lor_Gb.avi","Female","AV_M","7","-2650.32",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","27","lor_Bg.avi","Female","AV_M","2","-2318.97",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","38","mik_Bb.avi","Male","AV_C","2","2545.90",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","46","mik_Gb.avi","Male","AV_M","7","-2279.84",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","43","mik_Dd.avi","Male","AV_C","4","2261.13",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","75","lor_Bg_4dB.avi","Female","AV_M","7","-2175.23",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","82","lor_Gb_4dB.avi","Female","AV_M","7","-2494.53",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","91","mik_Dd_4dB.avi","Male","AV_C","4","2653.82",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","73","lor_Ba_4dB.avi","Female","AO","2","2301.77",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","81","lor_Ga_4dB.avi","Female","AO","7","3302.70",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","87","mik_Bg_4dB.avi","Male","AV_M","4","2865.60",1,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","76","lor_Bv_4dB.avi","Female","VO",,"No Responses.",0,-1,0,1,"Incorrect"
"D,12,JC","D","12","JC","93","mik_Ga_4dB.avi","Male","AO","7","2417.59",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","78","lor_Db_4dB.avi","Female","AV_M","7","-2114.91",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","90","mik_Db_4dB.avi","Male","AV_M","4","-2271.51",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","84","lor_Gv_4dB.avi","Female","VO","7","2912.75",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","94","mik_Gb_4dB.avi","Male","AV_M","7","-2175.42",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","86","mik_Bb_4dB.avi","Male","AV_C","2","2220.03",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","96","mik_Gv_4dB.avi","Male","VO","4","-2060.00",0,-1,0,1,"Incorrect"
"D,12,JC","D","12","JC","88","mik_Bv_4dB.avi","Male","VO","2","3005.55",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","80","lor_Dv_4dB.avi","Female","VO","4","4052.89",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","89","mik_Da_4dB.avi","Male","AO","4","2594.96",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","74","lor_Bb_4dB.avi","Female","AV_C","2","2730.43",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","83","lor_Gg_4dB.avi","Female","AV_C","7","2431.11",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","85","mik_Ba_4dB.avi","Male","AO","2","2524.08",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","77","lor_Da_4dB.avi","Female","AO","7","-2138.34",0,0,-1,-1,"Incorrect"
"D,12,JC","D","12","JC","95","mik_Gg_4dB.avi","Male","AV_C","7","1968.64",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","92","mik_Dv_4dB.avi","Male","VO","4","3344.12",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","79","lor_Dd_4dB.avi","Female","AV_C","7","-2281.68",0,0,0,-1,"Incorrect"
"D,12,JC","D","12","JC","55","lor_Dd_4dB.avi","Female","AV_C","7","-3084.66",0,0,0,-1,"Incorrect"
"D,12,JC","D","12","JC","63","mik_Bg_4dB.avi","Male","AV_M","2","-3455.25",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","62","mik_Bb_4dB.avi","Male","AV_C","2","2299.14",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","71","mik_Gg_4dB.avi","Male","AV_C","7","1908.72",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","68","mik_Dv_4dB.avi","Male","VO","4","3139.64",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","72","mik_Gv_4dB.avi","Male","VO","4","-3674.26",0,-1,0,1,"Incorrect"
"D,12,JC","D","12","JC","52","lor_Bv_4dB.avi","Female","VO","2","3471.40",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","54","lor_Db_4dB.avi","Female","AV_M","7","-2086.61",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","56","lor_Dv_4dB.avi","Female","VO","7","-3494.55",0,-1,0,1,"Incorrect"
"D,12,JC","D","12","JC","60","lor_Gv_4dB.avi","Female","VO","2","-3922.09",0,-1,0,1,"Incorrect"
"D,12,JC","D","12","JC","61","mik_Ba_4dB.avi","Male","AO","2","4153.79",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","66","mik_Db_4dB.avi","Male","AV_M","4","-2607.11",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","49","lor_Ba_4dB.avi","Female","AO","2","3131.71",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","64","mik_Bv_4dB.avi","Male","VO","2","3454.38",1,-1,1,0,"Correct"
"D,12,JC","D","12","JC","57","lor_Ga_4dB.avi","Female","AO","7","2316.23",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","58","lor_Gb_4dB.avi","Female","AV_M","7","-2511.21",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","65","mik_Da_4dB.avi","Male","AO","4","2014.85",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","69","mik_Ga_4dB.avi","Male","AO","7","2623.44",1,1,-1,-1,"Correct"
"D,12,JC","D","12","JC","51","lor_Bg_4dB.avi","Female","AV_M","7","-3600.07",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","59","lor_Gg_4dB.avi","Female","AV_C","7","2636.91",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","50","lor_Bb_4dB.avi","Female","AV_C","7","-3391.07",0,0,0,-1,"Incorrect"
"D,12,JC","D","12","JC","70","mik_Gb_4dB.avi","Male","AV_M","7","-2144.81",0,-2,-2,-2,"Ella to fill"
"D,12,JC","D","12","JC","67","mik_Dd_4dB.avi","Male","AV_C","4","2078.74",1,1,1,-1,"Correct"
"D,12,JC","D","12","JC","53","lor_Da_4dB.avi","Female","AO","4","2495.97",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","10","lor_Gb.avi","Female","AV_M","7","-2787.07",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","16","mik_Bv.avi","Male","VO","2","4191.65",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","4","lor_Bv.avi","Female","VO","4","-3027.65",0,-1,0,1,"Incorrect"
"D,11,GC","D","11","GC","1","lor_Ba.avi","Female","AO","2","2474.29",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","5","lor_Da.avi","Female","AO","4","2326.91",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","2","lor_Bb.avi","Female","AV_C","2","2293.20",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","21","mik_Ga.avi","Male","AO","4","-4237.79",0,0,-1,-1,"Incorrect"
"D,11,GC","D","11","GC","19","mik_Dd.avi","Male","AV_C","4","2298.09",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","6","lor_Db.avi","Female","AV_M","4","-2696.04",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","3","lor_Bg.avi","Female","AV_M","2","-3102.99",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","17","mik_Da.avi","Male","AO","4","2640.61",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","24","mik_Gv.avi","Male","VO","7","4178.52",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","15","mik_Bg.avi","Male","AV_M","2","-3024.85",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","8","lor_Dv.avi","Female","VO","4","3168.09",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","20","mik_Dv.avi","Male","VO","4","2518.62",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","11","lor_Gg.avi","Female","AV_C","7","2596.55",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","12","lor_Gv.avi","Female","VO","7","3168.18",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","13","mik_Ba.avi","Male","AO","2","2658.80",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","23","mik_Gg.avi","Male","AV_C","4","-2156.40",0,0,0,-1,"Incorrect"
"D,11,GC","D","11","GC","9","lor_Ga.avi","Female","AO","7","2238.89",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","22","mik_Gb.avi","Male","AV_M","4","2108.85",1,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","7","lor_Dd.avi","Female","AV_C","4","2064.10",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","18","mik_Db.avi","Male","AV_M","4","-2451.06",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","14","mik_Bb.avi","Male","AV_C","2","2178.33",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","25","lor_Ba.avi","Female","AO","2","2121.31",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","45","mik_Ga.avi","Male","AO","4","-2332.98",0,0,-1,-1,"Incorrect"
"D,11,GC","D","11","GC","30","lor_Db.avi","Female","AV_M","4","-2444.57",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","41","mik_Da.avi","Male","AO","4","2426.20",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","40","mik_Bv.avi","Male","VO","2","2263.07",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","29","lor_Da.avi","Female","AO","4","2529.68",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","28","lor_Bv.avi","Female","VO","2","2178.31",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","33","lor_Ga.avi","Female","AO","7","2627.95",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","43","mik_Dd.avi","Male","AV_C","4","1985.92",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","37","mik_Ba.avi","Male","AO","2","2373.18",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","35","lor_Gg.avi","Female","AV_C","7","2075.42",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","26","lor_Bb.avi","Female","AV_C","2","1981.70",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","32","lor_Dv.avi","Female","VO","7","-2306.68",0,-1,0,1,"Incorrect"
"D,11,GC","D","11","GC","31","lor_Dd.avi","Female","AV_C","4","2201.23",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","42","mik_Db.avi","Male","AV_M","4","-2035.07",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","36","lor_Gv.avi","Female","VO","2","-2417.21",0,-1,0,1,"Incorrect"
"D,11,GC","D","11","GC","39","mik_Bg.avi","Male","AV_M","2","-1992.48",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","38","mik_Bb.avi","Male","AV_C","2","2209.05",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","27","lor_Bg.avi","Female","AV_M","2","-2225.99",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","48","mik_Gv.avi","Male","VO","4","-3109.93",0,-1,0,1,"Incorrect"
"D,11,GC","D","11","GC","46","mik_Gb.avi","Male","AV_M","4","2590.82",1,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","44","mik_Dv.avi","Male","VO","2","-2717.07",0,-1,0,1,"Incorrect"
"D,11,GC","D","11","GC","47","mik_Gg.avi","Male","AV_C","4","-2454.69",0,0,0,-1,"Incorrect"
"D,11,GC","D","11","GC","34","lor_Gb.avi","Female","AV_M","7","-2792.90",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","61","mik_Ba_4dB.avi","Male","AO","7","-2117.86",0,0,-1,-1,"Incorrect"
"D,11,GC","D","11","GC","71","mik_Gg_4dB.avi","Male","AV_C","4","-2268.50",0,0,0,-1,"Incorrect"
"D,11,GC","D","11","GC","58","lor_Gb_4dB.avi","Female","AV_M","7","-2566.37",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","60","lor_Gv_4dB.avi","Female","VO","2","-3234.32",0,-1,0,1,"Incorrect"
"D,11,GC","D","11","GC","64","mik_Bv_4dB.avi","Male","VO","2","3579.61",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","65","mik_Da_4dB.avi","Male","AO","4","2558.13",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","49","lor_Ba_4dB.avi","Female","AO","2","2924.74",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","57","lor_Ga_4dB.avi","Female","AO","7","3508.65",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","55","lor_Dd_4dB.avi","Female","AV_C","4","2202.58",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","50","lor_Bb_4dB.avi","Female","AV_C","2","2566.51",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","52","lor_Bv_4dB.avi","Female","VO","2","2533.80",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","69","mik_Ga_4dB.avi","Male","AO","4","-2482.79",0,0,-1,-1,"Incorrect"
"D,11,GC","D","11","GC","66","mik_Db_4dB.avi","Male","AV_M","4","-2011.75",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","72","mik_Gv_4dB.avi","Male","VO","4","-2458.72",0,-1,0,1,"Incorrect"
"D,11,GC","D","11","GC","63","mik_Bg_4dB.avi","Male","AV_M","2","-2537.63",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","67","mik_Dd_4dB.avi","Male","AV_C","4","2296.90",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","70","mik_Gb_4dB.avi","Male","AV_M","4","2162.81",1,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","68","mik_Dv_4dB.avi","Male","VO","4","2483.04",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","53","lor_Da_4dB.avi","Female","AO","4","2017.03",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","62","mik_Bb_4dB.avi","Male","AV_C","2","2019.03",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","59","lor_Gg_4dB.avi","Female","AV_C","7","2284.95",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","56","lor_Dv_4dB.avi","Female","VO","2","-3045.58",0,-1,0,1,"Incorrect"
"D,11,GC","D","11","GC","51","lor_Bg_4dB.avi","Female","AV_M","2","-2223.53",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","54","lor_Db_4dB.avi","Female","AV_M","7","-2368.50",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","90","mik_Db_4dB.avi","Male","AV_M","2","2568.90",1,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","74","lor_Bb_4dB.avi","Female","AV_C","2","2269.53",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","93","mik_Ga_4dB.avi","Male","AO","4","-2761.17",0,0,-1,-1,"Incorrect"
"D,11,GC","D","11","GC","83","lor_Gg_4dB.avi","Female","AV_C","7","2595.80",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","80","lor_Dv_4dB.avi","Female","VO","2","-2701.42",0,-1,0,1,"Incorrect"
"D,11,GC","D","11","GC","79","lor_Dd_4dB.avi","Female","AV_C","4","2454.07",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","85","mik_Ba_4dB.avi","Male","AO","2","2575.37",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","94","mik_Gb_4dB.avi","Male","AV_M","4","2304.99",1,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","84","lor_Gv_4dB.avi","Female","VO","7","3360.85",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","78","lor_Db_4dB.avi","Female","AV_M","7","-2770.74",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","89","mik_Da_4dB.avi","Male","AO","4","2667.07",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","86","mik_Bb_4dB.avi","Male","AV_C","2","1908.73",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","75","lor_Bg_4dB.avi","Female","AV_M","2","-2320.32",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","95","mik_Gg_4dB.avi","Male","AV_C","4","-2366.27",0,0,0,-1,"Incorrect"
"D,11,GC","D","11","GC","91","mik_Dd_4dB.avi","Male","AV_C","4","2213.44",1,1,1,-1,"Correct"
"D,11,GC","D","11","GC","82","lor_Gb_4dB.avi","Female","AV_M","7","-2333.73",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","92","mik_Dv_4dB.avi","Male","VO","4","3167.69",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","81","lor_Ga_4dB.avi","Female","AO","7","2896.31",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","87","mik_Bg_4dB.avi","Male","AV_M","2","-2350.97",0,-2,-2,-2,"Ella to fill"
"D,11,GC","D","11","GC","73","lor_Ba_4dB.avi","Female","AO","2","2509.88",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","76","lor_Bv_4dB.avi","Female","VO","2","2441.52",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","88","mik_Bv_4dB.avi","Male","VO","2","2867.82",1,-1,1,0,"Correct"
"D,11,GC","D","11","GC","77","lor_Da_4dB.avi","Female","AO","4","1961.14",1,1,-1,-1,"Correct"
"D,11,GC","D","11","GC","96","mik_Gv_4dB.avi","Male","VO","4","-2263.73",0,-1,0,1,"Incorrect"
"D,10,SC","D","10","SC","43","mik_Dd.avi","Male","AV_C","4","2122.18",1,1,1,-1,"Correct"
"D,10,SC","D","10","SC","28","lor_Bv.avi","Female","VO","2","2062.43",1,-1,1,0,"Correct"
"D,10,SC","D","10","SC","37","mik_Ba.avi","Male","AO","2","2496.71",1,1,-1,-1,"Correct"
"D,10,SC","D","10","SC","48","mik_Gv.avi","Male","VO","7","4203.65",1,-1,1,0,"Correct"
"D,10,SC","D","10","SC","46","mik_Gb.avi","Male","AV_M","7","-2217.63",0,-2,-2,-2,"Ella to fill"
"D,10,SC","D","10","SC","39","mik_Bg.avi","Male","AV_M","2","-2341.25",0,-2,-2,-2,"Ella to fill"
"D,10,SC","D","10","SC","35","lor_Gg.avi","Female","AV_C","7","2104.46",1,1,1,-1,"Correct"
"D,10,SC","D","10","SC","29","lor_Da.avi","Female","AO","4","2883.12",1,1,-1,-1,"Correct"
"D,10,SC","D","10","SC","26","lor_Bb.avi","Female","AV_C","2","2040.03",1,1,1,-1,"Correct"
"D,10,SC","D","10","SC","34","lor_Gb.avi","Female","AV_M","7","-1816.32",0,-2,-2,-2,"Ella to fill"
"D,10,SC","D","10","SC","41","mik_Da.avi","Male","AO","4","2497.60",1,1,-1,-1,"Correct"
"D,10,SC","D","10","SC","32","lor_Dv.avi","Female","VO","2","-3974.50",0,-1,0,1,"Incorrect"
"D,10,SC","D","10","SC","31","lor_Dd.avi","Female","AV_C","4","2234.88",1,1,1,-1,"Correct"
"D,10,SC","D","10","SC","27","lor_Bg.avi","Female","AV_M","2","-2378.48",0,-2,-2,-2,"Ella to fill"
"D,10,SC","D","10","SC","38","mik_Bb.avi","Male","AV_C","2","2224.44",1,1,1,-1,"Correct"
"D,10,SC","D","10","SC","44","mik_Dv.avi","Male","VO","4","2701.02",1,-1,1,0,"Correct"
"D,10,SC","D","10","SC","33","lor_Ga.avi","Female","AO","7","2030.27",1,1,-1,-1,"Correct"
"D,10,SC","D","10","SC","30","lor_Db.avi","Female","AV_M","4","-2194.45",0,-2,-2,-2,"Ella to fill"
"D,10,SC","D","10","SC","47","mik_Gg.avi","Male","AV_C","7","2085.90",1,1,1,-1,"Correct"
"D,10,SC","D","10","SC","42","mik_Db.avi","Male","AV_M","4","-2384.45",0,-2,-2,-2,"Ella to fill"
"D,10,SC","D","10","SC","45","mik_Ga.avi","Male","AO","7","3690.35",1,1,-1,-1,"Correct"
"D,10,SC","D","10","SC","40","mik_Bv.avi","Male","VO","2","2219.19",1,-1,1,0,"Correct"
"D,10,SC","D","10","SC","25","lor_Ba.avi","Female","AO","2","2203.44",1,1,-1,-1,"Correct"
"D,10,SC","D","10","SC","36","lor_Gv.avi","Female","VO","7","3551.45",1,-1,1,0,"Correct"
"D,10,SC","D","10","SC","3","lor_Bg.avi","Female","AV_M","2","-1853.59",0,-2,-2,-2,"Ella to fill"
"D,10,SC","D","10","SC","4","lor_Bv.avi","Female","VO","2","1928.86",1,-1,1,0,"Correct"
"D,10,SC","D","10","SC","24","mik_Gv.avi","Male","VO","7","2295.16",1,-1,1,0,"Correct"
"D,10,SC","D","10","SC","13","mik_Ba.avi","Male","AO","2","2030.72",1,1,-1,-1,"Correct"
"D,10,SC","D","10","SC","19","mik_Dd.avi","Male","AV_C","4","2118.33",1,1,1,-1,"Correct"
"D,10,SC","D","10","SC","18","mik_Db.avi","Male","AV_M","4","-1869.94",0,-2,-2,-2,"Ella to fill"
"D,10,SC","D","10","SC","10","lor_Gb.avi","Female","AV_M","7","-1918.88",0,-2,-2,-2,"Ella to fill"
